1638331875.855882,57362.00
1638331876.743329,57362.00
1638331877.5428553,57362.00
1638331878.309307,57362.00
1638331879.0801868,57362.00
1638331879.8737397,57362.00
1638331880.6118655,57393.00
1638331881.382273,57393.00
1638331882.1326036,57393.00
1638331882.8769388,57402.00
1638331883.8137887,57402.00
1638331884.5868578,57402.00
1638331885.3329473,57402.00
1638331886.0859451,57402.00
1638331886.8291905,57402.00
1638331887.5714417,57402.00
1638331888.3250444,57402.00
1638331889.0764918,57402.00
1638331889.837084,57402.00
1638331890.5733411,57402.00
1638331891.323783,57402.00
1638331892.0709808,57405.00
1638331892.8159742,57422.50
1638331893.5591033,57422.50
1638331894.3051608,57422.50
1638331895.0582538,57422.50
1638331895.800479,57422.50
1638331896.6354458,57422.50
1638331932.9289973,57460.00
1638331933.705839,57460.00
1638331934.4520862,57460.00
1638331935.20266,57460.00
1638331936.0283504,57460.00
1638331936.7996972,57460.00
1638331937.5806947,57460.00
1638331938.3258286,57460.00
1638331939.0818796,57460.00
1638331939.834792,57460.00
1638331940.6012046,57460.00
1638331941.3448317,57460.00
1638331942.0893998,57460.00
1638331942.8444133,57460.00
1638331943.7636235,57460.00
1638331944.5855799,57460.00
1638331945.341767,57460.00
1638331946.1058269,57460.00
1638331946.8458045,57460.00
1638331947.5998132,57460.00
1638331948.3601177,57460.00
1638331949.1502192,57460.00
1638331949.900858,57460.00
1638331950.642874,57460.00
1638331951.4081569,57460.00
1638331952.1584036,57460.00
1638331952.9156716,57460.00
1638331953.7234333,57460.00
1638331954.5133698,57423.50
1638331955.2620645,57423.50
1638331956.0081403,57423.50
1638331956.7541878,57423.50
1638331957.618933,57423.50
1638331958.4217823,57423.50
1638331959.1645975,57423.50
1638331959.9467702,57423.50
1638331960.9169567,57423.50
1638331961.656061,57423.50
1638331962.396616,57423.50
1638331963.14155,57420.00
1638331963.880463,57420.00
1638331964.6232827,57420.00
1638331965.3643148,57420.00
1638331966.129469,57420.00
1638331966.8728523,57420.00
1638331967.6696546,57420.00
1638331968.4341033,57420.00
1638331969.697162,57420.00
1638331970.4999225,57420.00
1638331971.2458818,57420.00
1638331972.0819046,57420.00
1638331972.8854902,57420.00
1638331973.6384852,57420.00
1638331974.3892686,57420.00
1638331975.1364217,57420.00
1638331975.8818743,57420.00
1638331976.6295388,57420.00
1638331977.5190067,57420.00
1638331978.3561106,57420.00
1638331979.1302981,57420.00
1638331980.2615778,57420.00
1638331981.0142953,57420.00
1638331981.7635858,57420.00
1638331982.5100107,57420.00
1638331983.2741108,57420.00
1638331984.0177913,57420.00
1638331984.767798,57420.00
1638331985.5178611,57420.00
1638331986.2962263,57420.00
1638331987.1041234,57420.00
1638331987.9451437,57420.00
1638331988.687317,57420.00
1638331989.4992695,57420.00
1638331990.2523391,57420.00
1638331991.0029054,57411.00
1638331991.7483501,57411.00
1638331992.4958618,57411.00
1638331993.2423666,57411.00
1638331994.1371958,57411.00
1638331994.893157,57411.00
1638331995.6783333,57411.00
1638331996.4503622,57411.00
1638331997.372597,57411.00
1638331998.265701,57411.00
1638331999.0215633,57411.00
1638331999.7756329,57411.00
1638332000.5168452,57413.50
1638332001.2666483,57413.50
1638332002.0320258,57413.50
1638332002.7851956,57411.00
1638332003.525119,57411.00
1638332004.27332,57411.00
1638332005.0126772,57411.00
1638332005.758596,57411.00
1638332006.5035856,57411.00
1638332007.3677742,57411.00
1638332008.1518254,57411.00
1638332008.9122841,57411.00
